#======= TRAJECTORY BEGIN: Sample 2021 challenge quintic V3
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     0.381       5.080       0.000       0.000       0.000       0.000      12.000
#--------Waypoint:     6.350       1.651       0.000       5.969      -3.429       0.000       6.000
#--------Waypoint:    11.430       6.350       0.000      11.049       1.270       0.000       5.000
#--------Waypoint:    13.970       4.013      -1.571      13.589      -1.067      -1.571       4.000
#--------Waypoint:    11.430       1.651       3.142      11.049      -3.429       3.142       5.000
#--------Waypoint:     6.350       6.350       3.142       5.969       1.270       3.142       6.000
#--------Waypoint:     0.381       2.794       3.142       0.000      -2.286       3.142      12.000
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          1.27000  m/s
#--------Maximum Acceleration:      0.63500  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          1.27000  m/s
#--------Track width:               0.76200  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           Yes
#--------Maximum Centripetal Acceleration:      0.63500  m/s^2
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Quintic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   Yes
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
  12.40148,    1.17347,   -0.15097,    9.53635,    0.42415,    0.95028,   -0.21591,Segment:  153
  12.50679,    1.15757,   -0.17245,    9.60911,    0.52300,    0.92146,   -0.25492,Segment:  154
  12.60971,    1.13982,   -0.19484,    9.68209,    0.61601,    0.88875,   -0.29976,Segment:  155
  12.71029,    1.12023,   -0.21656,    9.75531,    0.70294,    0.85185,   -0.35092,Segment:  156
  12.80862,    1.09893,   -0.23525,    9.82880,    0.78358,    0.81049,   -0.40858,Segment:  157
  12.90483,    1.07630,   -0.24780,    9.90260,    0.85777,    0.76447,   -0.47237,Segment:  158
  12.99909,    1.05294,   -0.37166,    9.97673,    0.92540,    0.71367,   -0.54107,Segment:  159
  13.09204,    1.01839,   -0.57442,   10.05119,    0.98642,    0.65818,   -0.61227,Segment:  160
  13.18534,    0.96480,   -0.44389,   10.12601,    1.04083,    0.59829,   -0.68218,Segment:  161
  13.27976,    0.92289,   -0.31383,   10.20119,    1.08870,    0.53460,   -0.74555,Segment:  162
  13.37466,    0.89311,   -0.17993,   10.27673,    1.13013,    0.46807,   -0.79610,Segment:  163
  13.46925,    0.87609,   -0.03597,   10.35264,    1.16534,    0.39999,   -0.82733,Segment:  164
  13.56266,    0.87273,    0.12819,   10.42891,    1.19457,    0.33196,   -0.83371,Segment:  165
  13.65390,    0.88442,    0.33081,   10.50552,    1.21816,    0.26579,   -0.81181,Segment:  166
  13.74188,    0.91353,    0.60828,   10.58246,    1.23652,    0.20339,   -0.76090,Segment:  167
  13.82541,    0.96434,    0.63500,   10.65969,    1.25014,    0.14660,   -0.68283,Segment:  168
  13.90432,    1.01445,    0.63500,   10.73720,    1.25958,    0.09711,   -0.58110,Segment:  169
  13.97940,    1.06213,    0.63500,   10.81493,    1.26549,    0.05643,   -0.45958,Segment:  170
  14.05127,    1.10776,    0.63500,   10.89284,    1.26863,    0.02588,   -0.32142,Segment:  171
  14.12037,    1.15164,    0.63500,   10.97089,    1.26982,    0.00667,   -0.16825,Segment:  172
  14.18697,    1.19393,    0.63500,   11.04900,    1.27000,   -0.00000,   -0.00000,Segment:  173
  14.25129,    1.23478,    0.16463,   11.12711,    1.26997,   -0.00106,   -0.02686,Segment:  174
  14.31420,    1.24513,   -0.18028,   11.20511,    1.26978,   -0.00416,   -0.05242,Segment:  175
  14.37697,    1.23382,   -0.17092,   11.28291,    1.26927,   -0.00920,   -0.07697,Segment:  176
  14.44006,    1.22303,   -0.16387,   11.36041,    1.26831,   -0.01609,   -0.10079,Segment:  177
  14.50338,    1.21266,   -0.15874,   11.43750,    1.26674,   -0.02476,   -0.12411,Segment:  178
  14.56684,    1.20258,   -0.15519,   11.51411,    1.26446,   -0.03516,   -0.14714,Segment:  179
  14.63037,    1.19272,   -0.15294,   11.59013,    1.26134,   -0.04722,   -0.17005,Segment:  180
  14.69390,    1.18301,   -0.15176,   11.66549,    1.25727,   -0.06092,   -0.19301,Segment:  181
  14.75737,    1.17338,   -0.15141,   11.74009,    1.25216,   -0.07621,   -0.21614,Segment:  182
  14.82072,    1.16378,   -0.15170,   11.81386,    1.24591,   -0.09308,   -0.23955,Segment:  183
  14.88391,    1.15420,   -0.15245,   11.88671,    1.23844,   -0.11149,   -0.26334,Segment:  184
  14.94690,    1.14459,   -0.15346,   11.95858,    1.22968,   -0.13143,   -0.28757,Segment:  185
  15.00966,    1.13496,   -0.15455,   12.02939,    1.21956,   -0.15288,   -0.31228,Segment:  186
  15.07216,    1.12530,   -0.15554,   12.09907,    1.20801,   -0.17582,   -0.33749,Segment:  187
  15.13437,    1.11563,   -0.15623,   12.16755,    1.19499,   -0.20024,   -0.36318,Segment:  188
  15.19629,    1.10595,   -0.15642,   12.23478,    1.18045,   -0.22611,   -0.38932,Segment:  189
  15.25791,    1.09632,   -0.15594,   12.30069,    1.16435,   -0.25342,   -0.41582,Segment:  190
  15.31921,    1.08676,   -0.15457,   12.36522,    1.14665,   -0.28214,   -0.44256,Segment:  191
  15.38021,    1.07733,   -0.15216,   12.42833,    1.12733,   -0.31223,   -0.46940,Segment:  192
  15.44089,    1.06810,   -0.14852,   12.48995,    1.10638,   -0.34366,   -0.49615,Segment:  193
  15.50126,    1.05913,   -0.14353,   12.55005,    1.08376,   -0.37637,   -0.52257,Segment:  194
  15.56133,    1.05051,   -0.16107,   12.60858,    1.05949,   -0.41030,   -0.54840,Segment:  195
  15.68077,    1.03127,   -0.29082,   12.72077,    1.00592,   -0.48156,   -0.59708,Segment:  196
  15.80055,    0.99643,   -0.20815,   12.82624,    0.94572,   -0.55673,   -0.63955,Segment:  197
  15.92150,    0.97126,   -0.12951,   12.92475,    0.87897,   -0.63495,   -0.67314,Segment:  198
  16.04297,    0.95553,   -0.05344,   13.01613,    0.80586,   -0.71517,   -0.69549,Segment:  199
  16.16434,    0.94904,    0.02119,   13.10025,    0.72660,   -0.79625,   -0.70502,Segment:  200
  16.28497,    0.95160,    0.09541,   13.17705,    0.64149,   -0.87701,   -0.70124,Segment:  201
  16.40427,    0.96298,    0.17043,   13.24653,    0.55085,   -0.95628,   -0.68476,Segment:  202
  16.52166,    0.98299,    0.24786,   13.30873,    0.45506,   -1.03303,   -0.65717,Segment:  203
  16.63660,    1.01148,    0.26179,   13.36376,    0.35450,   -1.10636,   -0.62067,Segment:  204
  16.74902,    1.04091,    0.14057,   13.41179,    0.24961,   -1.17554,   -0.57766,Segment:  205
  16.85997,    1.05650,    0.15320,   13.45305,    0.14083,   -1.24004,   -0.53039,Segment:  206
  16.97030,    1.07341,    0.16259,   13.48784,    0.02860,   -1.29946,   -0.48071,Segment:  207
  17.08000,    1.09124,    0.17005,   13.51650,   -0.08662,   -1.35353,   -0.42995,Segment:  208
  17.18903,    1.10978,    0.17698,   13.53945,   -0.20439,   -1.40206,   -0.37892,Segment:  209
  17.29729,    1.12894,    0.18485,   13.55718,   -0.32427,   -1.44489,   -0.32795,Segment:  210
  17.40465,    1.14879,    0.19509,   13.57023,   -0.44584,   -1.48187,   -0.27694,Segment:  211
  17.51094,    1.16952,    0.20921,   13.57920,   -0.56872,   -1.51282,   -0.22549,Segment:  212
  17.61593,    1.19149,    0.22873,   13.58479,   -0.69254,   -1.53753,   -0.17295,Segment:  213
  17.71939,    1.21515,    0.25526,   13.58773,   -0.81700,   -1.55569,   -0.11847,Segment:  214
  17.82103,    1.24110,    0.29036,   13.58884,   -0.94182,   -1.56693,   -0.06112,Segment:  215
  17.92057,    1.27000,   -0.29020,   13.58900,   -1.06680,   -1.57080,   -0.00000,Segment:  216
  18.02012,    1.24111,   -0.25432,   13.58884,   -1.19179,   -1.57466,   -0.06109,Segment:  217
  18.12179,    1.21525,   -0.22664,   13.58773,   -1.31666,   -1.58589,   -0.11824,Segment:  218
  18.22534,    1.19179,   -0.20588,   13.58479,   -1.44124,   -1.60402,   -0.17225,Segment:  219
  18.33049,    1.17014,   -0.19059,   13.57920,   -1.56529,   -1.62864,   -0.22399,Segment:  220
  18.43700,    1.14984,   -0.17932,   13.57023,   -1.68851,   -1.65943,   -0.27428,Segment:  221
  18.54465,    1.13053,   -0.17068,   13.55718,   -1.81057,   -1.69614,   -0.32379,Segment:  222
  18.65328,    1.11199,   -0.16331,   13.53945,   -1.93107,   -1.73857,   -0.37295,Segment:  223
  18.76274,    1.09412,   -0.15585,   13.51650,   -2.04961,   -1.78656,   -0.42192,Segment:  224
  18.87293,    1.07694,   -0.14697,   13.48784,   -2.16573,   -1.83994,   -0.47051,Segment:  225
  18.98379,    1.06065,   -0.13542,   13.45305,   -2.27900,   -1.89852,   -0.51805,Segment:  226
  19.09529,    1.04555,   -0.18757,   13.41179,   -2.38894,   -1.96206,   -0.56344,Segment:  227
  19.20787,    1.02444,   -0.25351,   13.36376,   -2.49509,   -2.03019,   -0.60507,Segment:  228
  19.32254,    0.99536,   -0.17898,   13.30873,   -2.59700,   -2.10242,   -0.64093,Segment:  229
  19.43972,    0.97439,   -0.10672,   13.24653,   -2.69421,   -2.17810,   -0.66882,Segment:  230
  19.55890,    0.96167,   -0.03506,   13.17705,   -2.78630,   -2.25641,   -0.68662,Segment:  231
  19.67952,    0.95744,    0.03716,   13.10025,   -2.87290,   -2.33638,   -0.69270,Segment:  232
  19.80102,    0.96196,    0.11098,   13.01613,   -2.95364,   -2.41691,   -0.68622,Segment:  233
  19.92277,    0.97547,    0.18747,   12.92475,   -3.02822,   -2.49687,   -0.66734,Segment:  234
  20.04416,    0.99823,    0.26803,   12.82624,   -3.09638,   -2.57513,   -0.63726,Segment:  235
  20.16455,    1.03049,    0.15693,   12.72077,   -3.15793,   -2.65064,   -0.59797,Segment:  236
  20.28463,    1.04934,    0.13659,   12.60858,   -3.21276,   -2.72250,   -0.55193,Segment:  237
  20.34499,    1.05758,    0.14240,   12.55005,   -3.23763,   -2.75682,   -0.52717,Segment:  238
  20.40565,    1.06622,    0.14689,   12.48995,   -3.26080,   -2.78995,   -0.50163,Segment:  239
  20.46661,    1.07518,    0.15017,   12.42833,   -3.28230,   -2.82185,   -0.47560,Segment:  240
  20.52787,    1.08437,    0.15238,   12.36522,   -3.30212,   -2.85243,   -0.44930,Segment:  241
  20.58943,    1.09375,    0.15369,   12.30069,   -3.32028,   -2.88167,   -0.42294,Segment:  242
  20.65128,    1.10326,    0.15427,   12.23478,   -3.33682,   -2.90952,   -0.39667,Segment:  243
  20.71344,    1.11285,    0.15432,   12.16755,   -3.35176,   -2.93593,   -0.37064,Segment:  244
  20.77587,    1.12248,    0.15401,   12.09907,   -3.36515,   -2.96090,   -0.34493,Segment:  245
  20.83857,    1.13214,    0.15353,   12.02939,   -3.37702,   -2.98438,   -0.31960,Segment:  246
  20.90152,    1.14180,    0.15309,   11.95858,   -3.38744,   -3.00636,   -0.29468,Segment:  247
  20.96469,    1.15148,    0.15287,   11.88671,   -3.39646,   -3.02681,   -0.27016,Segment:  248
  21.02805,    1.16116,    0.15306,   11.81386,   -3.40415,   -3.04572,   -0.24602,Segment:  249
  21.09155,    1.17088,    0.15387,   11.74009,   -3.41059,   -3.06305,   -0.22219,Segment:  250
  21.15516,    1.18067,    0.15551,   11.66549,   -3.41586,   -3.07878,   -0.19859,Segment:  251
  21.21881,    1.19057,    0.15820,   11.59013,   -3.42006,   -3.09288,   -0.17511,Segment:  252
  21.28246,    1.20064,    0.16222,   11.51411,   -3.42328,   -3.10531,   -0.15163,Segment:  253
  21.34602,    1.21095,    0.16785,   11.43750,   -3.42564,   -3.11603,   -0.12800,Segment:  254
  21.40942,    1.22159,    0.17546,   11.36041,   -3.42725,   -3.12498,   -0.10402,Segment:  255
  21.47258,    1.23267,    0.18548,   11.28291,   -3.42825,   -3.13209,   -0.07949,Segment:  256
  21.53540,    1.24432,   -0.15170,   11.20511,   -3.42877,   -3.13729,   -0.05416,Segment:  257
  21.59833,    1.23478,   -0.63500,   11.12711,   -3.42897,   -3.14050,   -0.02777,Segment:  258
  21.66265,    1.19393,   -0.63500,   11.04900,   -3.42900,    3.14159,   -0.00000,Segment:  259
  21.72925,    1.15164,   -0.63500,   10.97089,   -3.42882,    3.13492,   -0.16825,Segment:  260
  21.79834,    1.10776,   -0.63500,   10.89284,   -3.42763,    3.11571,   -0.32142,Segment:  261
  21.87022,    1.06213,   -0.63500,   10.81493,   -3.42449,    3.08516,   -0.45958,Segment:  262
  21.94530,    1.01445,   -0.63500,   10.73720,   -3.41858,    3.04448,   -0.58110,Segment:  263
  22.02421,    0.96434,   -0.60828,   10.65969,   -3.40914,    2.99499,   -0.68283,Segment:  264
  22.10774,    0.91353,   -0.33081,   10.58246,   -3.39552,    2.93820,   -0.76090,Segment:  265
  22.19572,    0.88442,   -0.12819,   10.50552,   -3.37716,    2.87580,   -0.81181,Segment:  266
  22.28696,    0.87273,    0.03597,   10.42891,   -3.35357,    2.80964,   -0.83371,Segment:  267
  22.38037,    0.87609,    0.17993,   10.35264,   -3.32434,    2.74161,   -0.82733,Segment:  268
  22.47496,    0.89311,    0.31383,   10.27673,   -3.28913,    2.67352,   -0.79610,Segment:  269
  22.56986,    0.92289,    0.44389,   10.20119,   -3.24770,    2.60699,   -0.74555,Segment:  270
  22.66428,    0.96480,    0.57442,   10.12601,   -3.19983,    2.54330,   -0.68218,Segment:  271
  22.75758,    1.01839,    0.37166,   10.05119,   -3.14542,    2.48341,   -0.61227,Segment:  272
  22.85053,    1.05294,    0.24780,    9.97673,   -3.08440,    2.42792,   -0.54107,Segment:  273
  22.94478,    1.07630,    0.23525,    9.90260,   -3.01677,    2.37712,   -0.47237,Segment:  274
  23.04100,    1.09893,    0.21656,    9.82880,   -2.94258,    2.33110,   -0.40858,Segment:  275
  23.13933,    1.12023,    0.19484,    9.75531,   -2.86194,    2.28974,   -0.35092,Segment:  276
  23.23991,    1.13982,    0.17245,    9.68209,   -2.77501,    2.25285,   -0.29976,Segment:  277
  23.34283,    1.15757,    0.15097,    9.60911,   -2.68200,    2.22013,   -0.25492,Segment:  278
  23.44814,    1.17347,    0.13602,    9.53635,   -2.58315,    2.19131,   -0.21591,Segment:  279
  23.50169,    1.18075,    0.12676,    9.50004,   -2.53163,    2.17826,   -0.19839,Segment:  280
  23.55583,    1.18762,    0.11810,    9.46378,   -2.47876,    2.16607,   -0.18207,Segment:  281
  23.61055,    1.19408,    0.11005,    9.42754,   -2.42459,    2.15471,   -0.16688,Segment:  282
  23.66586,    1.20016,    0.10261,    9.39134,   -2.36916,    2.14413,   -0.15272,Segment:  283
  23.72172,    1.20590,    0.09576,    9.35517,   -2.31252,    2.13432,   -0.13952,Segment:  284
  23.77814,    1.21130,    0.08950,    9.31901,   -2.25471,    2.12523,   -0.12719,Segment:  285
  23.83509,    1.21640,    0.08379,    9.28287,   -2.19578,    2.11684,   -0.11566,Segment:  286
  23.89254,    1.22121,    0.07862,    9.24674,   -2.13580,    2.10913,   -0.10486,Segment:  287
  23.95048,    1.22577,    0.07395,    9.21061,   -2.07481,    2.10206,   -0.09472,Segment:  288
  24.00888,    1.23008,    0.06975,    9.17449,   -2.01286,    2.09561,   -0.08517,Segment:  289
  24.06771,    1.23419,    0.06599,    9.13835,   -1.95002,    2.08977,   -0.07616,Segment:  290
  24.12695,    1.23810,    0.06266,    9.10221,   -1.88634,    2.08451,   -0.06763,Segment:  291
  24.18655,    1.24183,    0.05972,    9.06604,   -1.82188,    2.07981,   -0.05953,Segment:  292
  24.24650,    1.24541,    0.05716,    9.02985,   -1.75671,    2.07566,   -0.05182,Segment:  293
  24.30675,    1.24886,    0.05494,    8.99363,   -1.69088,    2.07205,   -0.04444,Segment:  294
  24.36726,    1.25218,    0.05306,    8.95737,   -1.62445,    2.06896,   -0.03735,Segment:  295
  24.42801,    1.25540,    0.05149,    8.92107,   -1.55750,    2.06637,   -0.03052,Segment:  296
  24.48894,    1.25854,    0.05023,    8.88472,   -1.49008,    2.06429,   -0.02390,Segment:  297
  24.55002,    1.26161,    0.04926,    8.84831,   -1.42227,    2.06270,   -0.01746,Segment:  298
  24.61122,    1.26462,    0.04857,    8.81185,   -1.35412,    2.06160,   -0.01116,Segment:  299
  24.67248,    1.26760,    0.03019,    8.77531,   -1.28570,    2.06097,   -0.00497,Segment:  300
  24.73379,    1.26945,   -0.04759,    8.73871,   -1.21708,    2.06082,    0.00114,Segment:  301
  24.79525,    1.26653,   -0.04708,    8.70202,   -1.14832,    2.06115,    0.00720,Segment:  302
  24.85693,    1.26362,   -0.04684,    8.66525,   -1.07950,    2.06195,    0.01325,Segment:  303
  24.91878,    1.26072,   -0.04688,    8.62839,   -1.01068,    2.06322,    0.01931,Segment:  304
  24.98077,    1.25782,   -0.04717,    8.59143,   -0.94192,    2.06496,    0.02542,Segment:  305
  25.04285,    1.25489,   -0.04772,    8.55436,   -0.87330,    2.06719,    0.03160,Segment:  306
  25.10497,    1.25192,   -0.04853,    8.51719,   -0.80488,    2.06989,    0.03789,Segment:  307
  25.16710,    1.24891,   -0.04960,    8.47990,   -0.73673,    2.07308,    0.04432,Segment:  308
  25.22919,    1.24583,   -0.05092,    8.44249,   -0.66892,    2.07677,    0.05092,Segment:  309
  25.29121,    1.24267,   -0.05251,    8.40495,   -0.60150,    2.08096,    0.05772,Segment:  310
  25.35311,    1.23942,   -0.05437,    8.36729,   -0.53455,    2.08566,    0.06475,Segment:  311
  25.41485,    1.23606,   -0.05652,    8.32948,   -0.46812,    2.09089,    0.07206,Segment:  312
  25.47641,    1.23259,   -0.05894,    8.29153,   -0.40229,    2.09665,    0.07967,Segment:  313
  25.53775,    1.22897,   -0.06167,    8.25344,   -0.33712,    2.10296,    0.08763,Segment:  314
  25.59883,    1.22520,   -0.06470,    8.21519,   -0.27266,    2.10984,    0.09597,Segment:  315
  25.65963,    1.22127,   -0.06805,    8.17678,   -0.20898,    2.11730,    0.10473,Segment:  316
  25.72010,    1.21715,   -0.07173,    8.13821,   -0.14614,    2.12536,    0.11396,Segment:  317
  25.78023,    1.21284,   -0.07574,    8.09947,   -0.08419,    2.13404,    0.12370,Segment:  318
  25.84000,    1.20831,   -0.08008,    8.06057,   -0.02320,    2.14335,    0.13399,Segment:  319
  25.89936,    1.20356,   -0.08476,    8.02148,    0.03678,    2.15333,    0.14489,Segment:  320
  25.95832,    1.19856,   -0.08978,    7.98222,    0.09571,    2.16400,    0.15644,Segment:  321
  26.01684,    1.19331,   -0.09512,    7.94277,    0.15352,    2.17537,    0.16868,Segment:  322
  26.07491,    1.18779,   -0.10077,    7.90313,    0.21016,    2.18747,    0.18167,Segment:  323
  26.13251,    1.18198,   -0.10669,    7.86331,    0.26559,    2.20034,    0.19545,Segment:  324
  26.18964,    1.17589,   -0.11285,    7.82329,    0.31976,    2.21399,    0.21007,Segment:  325
  26.24629,    1.16949,   -0.11919,    7.78307,    0.37263,    2.22845,    0.22557,Segment:  326
  26.30244,    1.16280,   -0.12565,    7.74265,    0.42415,    2.24375,    0.24197,Segment:  327
  26.35810,    1.15581,   -0.13213,    7.70203,    0.47429,    2.25992,    0.25932,Segment:  328
  26.41326,    1.14852,   -0.14158,    7.66120,    0.52300,    2.27698,    0.27762,Segment:  329
  26.52211,    1.13311,   -0.15305,    7.57893,    0.61601,    2.31385,    0.31709,Segment:  330
  26.62903,    1.11674,   -0.16186,    7.49581,    0.70294,    2.35453,    0.36020,Segment:  331
  26.73407,    1.09974,   -0.16621,    7.41185,    0.78358,    2.39912,    0.40634,Segment:  332
  26.83734,    1.08258,   -0.16416,    7.32704,    0.85777,    2.44759,    0.45440,Segment:  333
  26.93894,    1.06590,   -0.15381,    7.24138,    0.92540,    2.49982,    0.50258,Segment:  334
  27.03898,    1.05051,   -0.13365,    7.15487,    0.98642,    2.55547,    0.54838,Segment:  335
  27.13754,    1.03734,   -0.25817,    7.06754,    1.04083,    2.61403,    0.58868,Segment:  336
  27.23542,    1.01207,   -0.15346,    6.97940,    1.08870,    2.67474,    0.61994,Segment:  337
  27.33308,    0.99708,   -0.02731,    6.89048,    1.13013,    2.73660,    0.63872,Segment:  338
  27.42982,    0.99444,    0.11428,    6.80081,    1.16534,    2.79843,    0.64212,Segment:  339
  27.52483,    1.00530,    0.28323,    6.71043,    1.19457,    2.85893,    0.62832,Segment:  340
  27.61718,    1.03146,    0.21164,    6.61938,    1.21816,    2.91669,    0.59686,Segment:  341
  27.70698,    1.05046,    0.24400,    6.52772,    1.23652,    2.97036,    0.54853,Segment:  342
  27.79481,    1.07189,    0.31476,    6.43552,    1.25014,    3.01864,    0.48509,Segment:  343
  27.88065,    1.09891,    0.39048,    6.34283,    1.25958,    3.06037,    0.40864,Segment:  344
  27.96428,    1.13157,    0.47635,    6.24975,    1.26549,    3.09448,    0.32109,Segment:  345
  28.04548,    1.17025,    0.58105,    6.15635,    1.26863,    3.12001,    0.22373,Segment:  346
  28.12396,    1.21585,    0.63500,    6.06273,    1.26982,    3.13603,    0.11690,Segment:  347
  28.19956,    1.26385,   -0.47275,    5.96900,    1.27000,    3.14159,    0.00000,Segment:  348
  28.27472,    1.22832,   -0.48309,    5.87534,    1.26987,   -3.13737,    0.08907,Segment:  349
  28.35171,    1.19112,   -0.44009,    5.78220,    1.26897,   -3.12512,    0.17381,Segment:  350
  28.43024,    1.15656,   -0.41386,    5.69005,    1.26659,   -3.10525,    0.25743,Segment:  351
  28.50994,    1.12358,   -0.39546,    5.59930,    1.26211,   -3.07804,    0.34204,Segment:  352
  28.59054,    1.09170,   -0.37800,    5.51031,    1.25497,   -3.04366,    0.42866,Segment:  353
  28.67187,    1.06096,   -0.59073,    5.42338,    1.24467,   -3.00229,    0.51713,Segment:  354
  28.75460,    1.01209,   -0.63500,    5.33877,    1.23077,   -2.95414,    0.60593,Segment:  355
  28.83989,    0.95793,   -0.56913,    5.25667,    1.21292,   -2.89958,    0.69200,Segment:  356
  28.92828,    0.90763,   -0.40056,    5.17725,    1.19080,   -2.83922,    0.77083,Segment:  357
  29.01950,    0.87109,   -0.25403,    5.10062,    1.16416,   -2.77389,    0.83686,Segment:  358
  29.11279,    0.84739,   -0.11986,    5.02685,    1.13280,   -2.70476,    0.88432,Segment:  359
  29.20735,    0.83605,    0.00845,    4.95598,    1.09658,   -2.63323,    0.90846,Segment:  360
  29.30237,    0.83686,    0.13593,    4.88799,    1.05540,   -2.56090,    0.90672,Segment:  361
  29.39707,    0.84973,    0.26717,    4.82284,    1.00922,   -2.48941,    0.87946,Segment:  362
  29.49065,    0.87473,    0.40714,    4.76046,    0.95804,   -2.42030,    0.82990,Segment:  363
  29.58241,    0.91209,    0.56207,    4.70072,    0.90190,   -2.35490,    0.76331,Segment:  364
  29.67167,    0.96226,    0.63500,    4.64351,    0.84087,   -2.29423,    0.68578,Segment:  365
  29.75823,    1.01722,    0.50479,    4.58863,    0.77509,   -2.23901,    0.60313,Segment:  366
  29.84291,    1.05997,    0.32891,    4.53590,    0.70470,   -2.18964,    0.52008,Segment:  367
  29.92711,    1.08767,    0.32325,    4.48510,    0.62990,   -2.14628,    0.44000,Segment:  368
  30.01157,    1.11497,    0.31074,    4.43599,    0.55090,   -2.10891,    0.36495,Segment:  369
  30.09638,    1.14132,    0.29435,    4.38830,    0.46796,   -2.07735,    0.29592,Segment:  370
  30.18159,    1.16640,    0.27654,    4.34176,    0.38135,   -2.05141,    0.23312,Segment:  371
  30.26724,    1.19009,    0.25913,    4.29607,    0.29136,   -2.03081,    0.17624,Segment:  372
  30.35333,    1.21240,    0.24335,    4.25092,    0.19833,   -2.01531,    0.12470,Segment:  373
  30.43982,    1.23344,    0.22996,    4.20599,    0.10258,   -2.00464,    0.07779,Segment:  374
  30.52663,    1.25341,    0.16171,    4.16095,    0.00448,   -1.99861,    0.03475,Segment:  375
  30.61385,    1.26751,   -0.20035,    4.11545,   -0.09560,   -1.99701,   -0.00515,Segment:  376
  30.70262,    1.24973,   -0.18000,    4.06916,   -0.19729,   -1.99971,   -0.04258,Segment:  377
  30.79389,    1.23330,   -0.16431,    4.02172,   -0.30018,   -2.00656,   -0.07811,Segment:  378
  30.88745,    1.21793,   -0.15201,    3.97279,   -0.40389,   -2.01749,   -0.11222,Segment:  379
  30.98313,    1.20338,   -0.14208,    3.92200,   -0.50800,   -2.03242,   -0.14530,Segment:  380
  31.08077,    1.18951,   -0.13363,    3.86902,   -0.61211,   -2.05129,   -0.17761,Segment:  381
  31.18022,    1.17622,   -0.12588,    3.81349,   -0.71582,   -2.07405,   -0.20927,Segment:  382
  31.28135,    1.16349,   -0.11812,    3.75509,   -0.81871,   -2.10065,   -0.24028,Segment:  383
  31.38408,    1.15136,   -0.10972,    3.69348,   -0.92040,   -2.13103,   -0.27047,Segment:  384
  31.48831,    1.13992,   -0.10017,    3.62834,   -1.02048,   -2.16508,   -0.29951,Segment:  385
  31.59400,    1.12933,   -0.08905,    3.55937,   -1.11858,   -2.20266,   -0.32693,Segment:  386
  31.70112,    1.11979,   -0.07610,    3.48627,   -1.21433,   -2.24359,   -0.35207,Segment:  387
  31.80965,    1.11153,   -0.06127,    3.40877,   -1.30736,   -2.28760,   -0.37419,Segment:  388
  31.91961,    1.10480,   -0.04476,    3.32660,   -1.39735,   -2.33435,   -0.39248,Segment:  389
  32.03102,    1.09981,   -0.02695,    3.23955,   -1.48396,   -2.38345,   -0.40616,Segment:  390
  32.14392,    1.09677,   -0.00850,    3.14738,   -1.56690,   -2.43440,   -0.41457,Segment:  391
  32.25836,    1.09579,    0.00532,    3.04991,   -1.64590,   -2.48664,   -0.41726,Segment:  392
  32.31619,    1.09610,    0.01434,    2.99913,   -1.68384,   -2.51307,   -0.41641,Segment:  393
  32.37444,    1.09694,    0.02306,    2.94697,   -1.72070,   -2.53960,   -0.41409,Segment:  394
  32.43311,    1.09829,    0.03139,    2.89342,   -1.75646,   -2.56616,   -0.41035,Segment:  395
  32.49222,    1.10015,    0.03925,    2.83844,   -1.79109,   -2.59266,   -0.40523,Segment:  396
  32.55177,    1.10248,    0.04654,    2.78205,   -1.82457,   -2.61903,   -0.39881,Segment:  397
  32.61178,    1.10528,    0.05320,    2.72421,   -1.85687,   -2.64521,   -0.39117,Segment:  398
  32.67226,    1.10849,    0.05918,    2.66494,   -1.88799,   -2.67111,   -0.38241,Segment:  399
  32.73323,    1.11210,    0.06444,    2.60421,   -1.91790,   -2.69667,   -0.37266,Segment:  400
  32.79470,    1.11606,    0.06896,    2.54204,   -1.94659,   -2.72183,   -0.36202,Segment:  401
  32.85667,    1.12034,    0.07274,    2.47840,   -1.97404,   -2.74652,   -0.35063,Segment:  402
  32.91917,    1.12488,    0.07579,    2.41332,   -2.00026,   -2.77071,   -0.33860,Segment:  403
  32.98221,    1.12966,    0.07813,    2.34679,   -2.02522,   -2.79433,   -0.32607,Segment:  404
