#======= TRAJECTORY BEGIN: Sample 2021 challenge quintic 
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     0.381       5.080       0.000       0.000       0.000       0.000      24.000
#--------Waypoint:     6.350       1.651       0.000       5.969      -3.429       0.000      12.000
#--------Waypoint:    11.430       6.350       0.000      11.049       1.270       0.000      12.000
#--------Waypoint:    15.240       4.013      -1.571      14.859      -1.067      -1.571      12.000
#--------Waypoint:    11.430       1.651       3.142      11.049      -3.429       3.142      12.000
#--------Waypoint:     6.350       6.350       3.142       5.969       1.270       3.142      12.000
#--------Waypoint:     0.381       2.794       3.142       0.000      -2.286       3.142      24.000
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          1.27000  m/s
#--------Maximum Acceleration:      0.63500  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          1.27000  m/s
#--------Track width:               0.53000  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           Yes
#--------Maximum Centripetal Acceleration:      0.50800  m/s^2
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Quintic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
  31.52026,    1.23373,   -0.12631,    5.64594,    1.26800,   -3.12327,    0.11095,Segment:  385
  31.57224,    1.22716,   -0.12290,    5.58200,    1.26659,   -3.11551,    0.13173,Segment:  386
  31.67617,    1.21439,   -0.11997,    5.45521,    1.26211,   -3.09619,    0.17281,Segment:  387
  31.77982,    1.20195,   -0.11798,    5.33017,    1.25497,   -3.07200,    0.21364,Segment:  388
  31.88300,    1.18978,   -0.11588,    5.20722,    1.24467,   -3.04313,    0.25443,Segment:  389
  31.98552,    1.17790,   -0.11266,    5.08665,    1.23077,   -3.00979,    0.29506,Segment:  390
  32.08730,    1.16643,   -0.10739,    4.96868,    1.21292,   -2.97219,    0.33506,Segment:  391
  32.18830,    1.15559,   -0.41296,    4.85354,    1.19080,   -2.93063,    0.37362,Segment:  392
  32.28990,    1.11363,   -0.39709,    4.74138,    1.16416,   -2.88545,    0.40962,Segment:  393
  32.39371,    1.07241,   -0.29328,    4.63233,    1.13280,   -2.83711,    0.44172,Segment:  394
  32.49956,    1.04136,   -0.20052,    4.52649,    1.09658,   -2.78614,    0.46845,Segment:  395
  32.60680,    1.01986,   -0.11454,    4.42391,    1.05540,   -2.73319,    0.48841,Segment:  396
  32.71481,    1.00749,   -0.03222,    4.32464,    1.00922,   -2.67898,    0.50048,Segment:  397
  32.82296,    1.00400,    0.04891,    4.22867,    0.95804,   -2.62427,    0.50396,Segment:  398
  32.93061,    1.00927,    0.13112,    4.13598,    0.90190,   -2.56985,    0.49871,Segment:  399
  33.03719,    1.02324,    0.21676,    4.04650,    0.84087,   -2.51649,    0.48518,Segment:  400
  33.14210,    1.04598,    0.30858,    3.96016,    0.77509,   -2.46489,    0.46432,Segment:  401
  33.24481,    1.07768,    0.41012,    3.87685,    0.70470,   -2.41567,    0.43741,Segment:  402
  33.34481,    1.11869,    0.38550,    3.79646,    0.62990,   -2.36933,    0.40593,Segment:  403
  33.44218,    1.15622,    0.10631,    3.71883,    0.55090,   -2.32626,    0.37133,Segment:  404
  33.53849,    1.16646,    0.11013,    3.64379,    0.46796,   -2.28676,    0.33495,Segment:  405
  33.63495,    1.17709,    0.11157,    3.57118,    0.38135,   -2.25099,    0.29787,Segment:  406
  33.73157,    1.18787,    0.11130,    3.50078,    0.29136,   -2.21908,    0.26092,Segment:  407
  33.82833,    1.19864,    0.10995,    3.43239,    0.19833,   -2.19105,    0.22467,Segment:  408
  33.92521,    1.20929,    0.10809,    3.36577,    0.10258,   -2.16692,    0.18946,Segment:  409
  34.02214,    1.21976,    0.10622,    3.30071,    0.00448,   -2.14663,    0.15542,Segment:  410
  34.11902,    1.23006,    0.10473,    3.23694,   -0.09560,   -2.13015,    0.12254,Segment:  411
  34.21575,    1.24019,    0.10391,    3.17422,   -0.19729,   -2.11742,    0.09072,Segment:  412
  34.31219,    1.25021,    0.10404,    3.11229,   -0.30018,   -2.10840,    0.05974,Segment:  413
  34.40821,    1.26020,    0.10015,    3.05088,   -0.40389,   -2.10303,    0.02936,Segment:  414
  34.50366,    1.26976,   -0.10514,    2.98973,   -0.50800,   -2.10131,   -0.00073,Segment:  415
  34.59914,    1.25972,   -0.10386,    2.92857,   -0.61211,   -2.10321,   -0.03080,Segment:  416
  34.69521,    1.24974,   -0.10369,    2.86713,   -0.71582,   -2.10875,   -0.06118,Segment:  417
  34.79171,    1.23973,   -0.10445,    2.80513,   -0.81871,   -2.11795,   -0.09213,Segment:  418
  34.88851,    1.22962,   -0.10588,    2.74233,   -0.92040,   -2.13085,   -0.12392,Segment:  419
  34.98548,    1.21935,   -0.10767,    2.67845,   -1.02048,   -2.14749,   -0.15673,Segment:  420
  35.08249,    1.20891,   -0.10942,    2.61325,   -1.11858,   -2.16794,   -0.19070,Segment:  421
  35.17947,    1.19830,   -0.11065,    2.54649,   -1.21433,   -2.19224,   -0.22580,Segment:  422
  35.27636,    1.18758,   -0.11079,    2.47791,   -1.30736,   -2.22041,   -0.26190,Segment:  423
  35.37310,    1.17686,   -0.10920,    2.40731,   -1.39735,   -2.25246,   -0.29866,Segment:  424
  35.46970,    1.16631,   -0.10523,    2.33447,   -1.48396,   -2.28835,   -0.33549,Segment:  425
  35.56616,    1.15616,   -0.38227,    2.25918,   -1.56690,   -2.32796,   -0.37156,Segment:  426
  35.66370,    1.11888,   -0.40453,    2.18128,   -1.64590,   -2.37110,   -0.40579,Segment:  427
  35.76385,    1.07836,   -0.30372,    2.10060,   -1.72070,   -2.41750,   -0.43685,Segment:  428
  35.86669,    1.04713,   -0.21244,    2.01698,   -1.79109,   -2.46674,   -0.46330,Segment:  429
  35.97172,    1.02481,   -0.12720,    1.93031,   -1.85687,   -2.51833,   -0.48370,Segment:  430
  36.07840,    1.01124,   -0.04528,    1.84048,   -1.91790,   -2.57164,   -0.49677,Segment:  431
  36.18614,    1.00636,    0.03564,    1.74742,   -1.97404,   -2.62598,   -0.50159,Segment:  432
  36.29434,    1.01022,    0.11781,    1.65106,   -2.02522,   -2.68059,   -0.49777,Segment:  433
  36.40240,    1.02295,    0.20372,    1.55139,   -2.07140,   -2.73467,   -0.48546,Segment:  434
  36.50969,    1.04481,    0.29647,    1.44840,   -2.11258,   -2.78747,   -0.46536,Segment:  435
  36.61556,    1.07619,    0.40035,    1.34212,   -2.14880,   -2.83828,   -0.43861,Segment:  436
  36.71939,    1.11776,    0.37947,    1.23262,   -2.18016,   -2.88646,   -0.40660,Segment:  437
  36.82117,    1.15638,   -0.24643,    1.12000,   -2.20680,   -2.93147,   -0.37076,Segment:  438
  36.92409,    1.13102,   -0.63500,    1.00438,   -2.22892,   -2.97287,   -0.33243,Segment:  439
  37.03335,    1.06164,   -0.63500,    0.88593,   -2.24677,   -3.01032,   -0.29271,Segment:  440
  37.15238,    0.98606,   -0.63500,    0.76486,   -2.26067,   -3.04353,   -0.25239,Segment:  441
  37.28355,    0.90277,   -0.63500,    0.64141,   -2.27097,   -3.07228,   -0.21191,Segment:  442
  37.43042,    0.80950,   -0.63500,    0.51587,   -2.27811,   -3.09638,   -0.17141,Segment:  443
  37.51145,    0.75805,   -0.63500,    0.45242,   -2.28065,   -3.10662,   -0.15109,Segment:  444
  37.59893,    0.70250,   -0.63500,    0.38856,   -2.28259,   -3.11562,   -0.13067,Segment:  445
  37.69446,    0.64184,   -0.63500,    0.32436,   -2.28400,   -3.12335,   -0.11005,Segment:  446
  37.80053,    0.57448,   -0.63500,    0.25986,   -2.28497,   -3.12977,   -0.08915,Segment:  447
  37.92130,    0.49780,   -0.63500,    0.19512,   -2.28556,   -3.13486,   -0.06785,Segment:  448
  38.06489,    0.40662,   -0.63500,    0.13019,   -2.28587,   -3.13856,   -0.04601,Segment:  449
  38.25233,    0.28759,   -0.63500,    0.06513,   -2.28598,   -3.14082,   -0.02346,Segment:  450
  38.70523,    0.00000,   -0.63500,    0.00000,   -2.28600,    3.14159,   -0.00000,Segment:  451
#======= TRAJECTORY END: Sample 2021 challenge quintic 
